title,gpt_label
"Focus on the economy , not  critical race theory  or sex ed : Inside Democrat plan to win back parents",<POLITICAL INFLUENCER>
"Gov . Mike DeWine says he opposes critical race theory , supports teaching ugly parts of American history",<POLITICAL INFLUENCER>
Race theory creates division at NACS | Schools | The Journal Gazette,<EDUCATIONAL PRACTITIONER>
Anti - critical race theory focus fails in Wisconsin school board recall election,<POLITICAL INFLUENCER>
J . D . Vance says CRT is  absolutely  an issue in Ohio :  People are really worried about their kids  ,<POLITICAL INFLUENCER>
Ohio GOP Senate battle : Timken showcases her fight against critical race theory,<POLITICAL INFLUENCER>
Indiana school admin explains how schools teach CRT without using that term :  Were lying  ,<EDUCATIONAL PRACTITIONER>
"Anti - CRT candidates win school board seats in Kansas , Texas and Ohio , say voters rejected  divisive ideology  ",<POLITICAL INFLUENCER>
  Anti - CRT  school board candidates are winning,<POLITICAL INFLUENCER>
"Candidates Opposing Critical Race Theory , COVID - 19 Mandates Win Minnesota School Board Races",<POLITICAL INFLUENCER>
Here where voters elected anti - CRT board members,<POLITICAL INFLUENCER>
The Conversation About Critical Race Theory In Schools Is Over . ,<NONE/OTHER>
"Thomas Suddes column on Ohio Republicans , critical race theory",<POLITICAL INFLUENCER>
The Parental Revolution Is Bigger Than Critical Race Theory,<IMPACTED ACTOR>
"Four parents win Ohio school board seats campaigning against critical race theory , mask mandates","The main actor in the headline ""Four parents win Ohio school board seats campaigning against critical race theory, mask mandates"" is <POLITICAL INFLUENCER>."
"AMERICA FIGHTS BACK : Four Parents Win Ohio School Board Seats to Oppose Mask Mandates , CRT",<IMPACTED ACTOR>
Letters : Use critical thinking to understand critical race theory,<NONE/OTHER>
The revolution is on : Four Ohio parents win seats on school board opposing critical race theory and mask mandates,<POLITICAL INFLUENCER>
Political Novice Ohio Parents Swept To School Board Victories Campaigning On Fear Of Critical Race Theory,The main actor in this headline is <IMPACTED ACTOR>.
The Left Big Lie About Critical Race Theory,<POLITICAL INFLUENCER>
The Left Big Lie About Critical Race Theory How Democrats bury the truth about CRT in public schools . Sara Dogan,<POLITICAL INFLUENCER>
"Mark Brnovich wants DOJ to probe school board dossier on parents who oppose mask mandates , CRT",<POLITICAL INFLUENCER>
"WINNING : In Ohio , anti - CRT parents ran for school board , won four out of five seats , and will  transform  the district . The parent movement cannot be stopped . – Investment Watch",<IMPACTED ACTOR>
Parent power crosses the pond : Headteacher at London most expensive day school resigns over CRT,<EDUCATIONAL PRACTITIONER>
Firestone in Liberia this is why critical race theory matters,<NONE/OTHER>
"Conservatives decry critical race theory , but K - 12 lessons may be longstanding diversity work",<POLITICAL INFLUENCER>
  Critical race theory  bill gets first vote from Kentucky lawmakers,<POLITICAL INFLUENCER>
Is House Bill 327 about critical race theory ? ,<POLITICAL INFLUENCER>
WV House passes pared - down anti - critical race theory  bill ; Senate could pass it Saturday,<POLITICAL INFLUENCER>
Norwin hears more claims that critical race theory is being taught,<EDUCATIONAL PRACTITIONER>
Why Critical Race Theory Is Important - Rachael Booth,<NONE/OTHER>
"Free Beacon Aaron Sibarium takes close , disturbing look at how Critical Race Theory is infecting Georgetown Law",<POLITICAL INFLUENCER>
"Forest Hills school board bans anti - racism , critical race theory",<POLITICAL INFLUENCER>
Forest Hills loses superintendent candidate after board passes anti - CRT policy,<POLITICAL INFLUENCER>
"Forest Hills anti - CRT resolution brings backlash , suit threat",<POLITICAL INFLUENCER>
"Democratic Activists Are Dishing Out Millions To Keep CRT , Gender Theory In Schools",<POLITICAL INFLUENCER>
Anti - CRT candidates flip school board majorities across Florida,<POLITICAL INFLUENCER>
Dan Sewell : Forest Hills Schools new leader steps in CRT hornets nest,<EDUCATIONAL PRACTITIONER>
"Ohio Republicans Propose Their Own  Dont Say Gay  Bill , With a Side of Critical Race Theory Hysteria",<POLITICAL INFLUENCER>
Ohio school district cancels  Diversity Day  after critical race theory uproar,<EDUCATIONAL PRACTITIONER>
Biden Disinformation Czarina : Parents Concerned About Critical Race Theory Are  Disinformers  ,<POLITICAL INFLUENCER>
Biden  Ministry Of Truth  Tsar : Parents Concerned About Critical Race Theory Are  Disinformers  ,<POLITICAL INFLUENCER>
Critical race theory - related ideas found in mandatory programs at 39 of top 50 US medical schools : report,<EDUCATIONAL PRACTITIONER>
Forum addresses Critical Race Theory,<NONE/OTHER>
School Board Group Asks Biden Help with Anti - CRT  Terrorist  Parents,<POLITICAL INFLUENCER>
Trump Rips DOJ for Mobilizing FBI Against Anti - CRT Parents,<POLITICAL INFLUENCER>
"The Day - Masks , critical race theory turn school board elections into battleground - News from southeastern Connecticut",<POLITICAL INFLUENCER>
"Amid critical race theory fight , Laotian American senator pushes Asian American studies in Ohio",<POLITICAL INFLUENCER>
"Senate Candidate Josh Mandel Rattles OH School Board by Defending Children Against Extremism on Masks , Gender , CRT",<POLITICAL INFLUENCER>
Democratic Group Brings Concerns About  CRT  Bills To Realtor Diversity Summit,<POLITICAL INFLUENCER>
Democratic Group Brings Concerns About  CRT  Bills to Realtors Diversity Summit,<POLITICAL INFLUENCER>
"Ohio Board of Education Freaks Over Critical Race Theory , Dump Anti - Racism Reforms",<POLITICAL INFLUENCER>
Dr . Jessica Johnson : Sharing a family story to explain Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Ohio Board of Education  division  ploy shows critical - race politics,<POLITICAL INFLUENCER>
Watch : 6th Grader Secretly Records Teacher Peddling Critical Race Theory To Class,<EDUCATIONAL PRACTITIONER>
Smashing the Existential Threat of CRT : State - Sponsored Racism,<POLITICAL INFLUENCER>
The Existential Threat of CRT : State - Sponsored Racism,<POLITICAL INFLUENCER>
Proof : Video of Critical Race Theory being taught in 6th grade class in Ohio emerges,<EDUCATIONAL PRACTITIONER>
A small school board victory for critical race theory opponents,<POLITICAL INFLUENCER>
Opponents of critical race theory seek to flip school boards,<POLITICAL INFLUENCER>
Opponents of critical race theory seek to flip school boards :: WRAL . com,<POLITICAL INFLUENCER>
"Critical Race Theory , Mask Mandates Fuel School Board Races Across U . S . ",<POLITICAL INFLUENCER>
Who is behind the campaign to spread lies about critical race theory ? ,<POLITICAL INFLUENCER>
How is so - called reverse racism connected to critical race theory ? ,<NONE/OTHER>
"Election 2021 : Stark school board candidates on masks , CRT , more",<POLITICAL INFLUENCER>
Mark Ballard : Critical Race Theory is back and scarier than ever,<POLITICAL INFLUENCER>
"Ohio Senate race : Critical race theory , education issues at forefront",<POLITICAL INFLUENCER>
Black Moms Weigh In On Critical Race Theory,<IMPACTED ACTOR>
School board wars : Republican anti - CRT strategy less successful than they hoped – People World,<POLITICAL INFLUENCER>
"Ohio parents launch anti - CRT initiative , private school retaliates by expelling their students",<IMPACTED ACTOR>
The New York Times finally weighs in on CRT,<POLITICAL INFLUENCER>
"Opinion : Most educators teach critical race facts , not hate",<EDUCATIONAL PRACTITIONER>
Ohio moms speak out after private school expels their children over critical race theory pushback,<IMPACTED ACTOR>
Moms keep up fight against Ohio private school that expelled their kids over parent anti - CRT initiative,<IMPACTED ACTOR>
Ohio moms claim Columbus Academy expelled their kids over critical race theory pushback,<IMPACTED ACTOR>
"  Tucker Carlson Tonight  on critical race theory , July 4th",<POLITICAL INFLUENCER>
Parents present critical race theory concerns during public comment at local school board meeting,<IMPACTED ACTOR>
Columbus Academy in Ohio embroiled in critical race theory debate,<EDUCATIONAL PRACTITIONER>
Columbus Academy critical race theory issue : What we know,<EDUCATIONAL PRACTITIONER>
"WATCH :  School Expelled Our Kids Because of Our Fight Against CRT , Moms Tell Tucker","The main actor in the headline ""WATCH: School Expelled Our Kids Because of Our Fight Against CRT, Moms Tell Tucker"" is <EDUCATIONAL PRACTITIONER>."
Ohio Moms Slam Elite Private School for Expelling Their Daughters over Criticism of CRT,<IMPACTED ACTOR>
School Expels Kids after Moms Raise Concerns about Critical Race Theory,<EDUCATIONAL PRACTITIONER>
"Trump , in CPAC Speech , Promises to Defeat Critical Race Theory and Marxism",<POLITICAL INFLUENCER>
Callista and Newt Gingrich : Fighting critical race theory – here who leading charge and how you can help,<POLITICAL INFLUENCER>
Leading the Charge Against Critical Race Theory,<POLITICAL INFLUENCER>
What is critical race theory ? The controversy has arrived at Columbus Academy and here what we know,<EDUCATIONAL PRACTITIONER>
States Soar with School Choice Legislation as Critical Race Theory Takes Hold,<POLITICAL INFLUENCER>
Ramaswamy :  Secular religion  of critical race theory now taught in schools violates Civil Rights Act of 64,<POLITICAL INFLUENCER>
Critical Race Theory Roils Central Ohio School Board Meetings,<POLITICAL INFLUENCER>
California School District Makes History With Mandatory CRT - Based Program for Preschoolers,<EDUCATIONAL PRACTITIONER>
Critical race theory debate to remain whether it taught or not,<NONE/OTHER>
"Critical race theory , transgender participation bills pending",<POLITICAL INFLUENCER>
The CRT War on the Republic,<POLITICAL INFLUENCER>
DCRWC hosts Critical Race Theory panel Aug . 9,<POLITICAL INFLUENCER>
Mock slave trade and critical race theory tears town in Michigan apart,<IMPACTED ACTOR>
Is Critical Race Theory An Issue For Marietta City Schools ? ,<EDUCATIONAL PRACTITIONER>
Deadly Crash + Underage Arrest + Critical Race Theory,<NONE/OTHER>
Critical race theory : What does it mean ? Is it taught in K - 12 ? ,<NONE/OTHER>
New Hanover superintendent addresses fears of Critical Race Theory,<EDUCATIONAL PRACTITIONER>
"No , critical race theory is not taught in central Ohio public schools",<EDUCATIONAL PRACTITIONER>
Group protests critical race theory being taught in Forest Hills schools despite district repeated claims theyre not teaching it,<IMPACTED ACTOR>
Springboro Schools : Critical race theory will not be used in district,<EDUCATIONAL PRACTITIONER>
Springboro Schools : District will not teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Is critical race theory an attack on  whitenes and American values ? ,<NONE/OTHER>
Ohio Gov . Mike DeWine doesnt support teaching critical race theory,<POLITICAL INFLUENCER>
Fear of  critical race theory  draws dozens of Northeast Ohio parents to normally sleepy school board meetings,<IMPACTED ACTOR>
Fears of critical race theory unleash army of school board candidates,<POLITICAL INFLUENCER>
Ohio AG questions constitutionality of teaching critical race theory,<POLITICAL INFLUENCER>
Protestors Clash Over Critical Race Theory Outside Ohio Board Of Education Meeting,<IMPACTED ACTOR>
Critical race theory debate heating up in Ohio General Assembly,<POLITICAL INFLUENCER>
So is critical race theory poisonous or illuminating ? ,<NONE/OTHER>
Critical race theory : K - 12 students draw on lessons from  60s movement,<IMPACTED ACTOR>
What is the argument for Critical Race Theory in Ohio ? DAurora,<NONE/OTHER>
Conservative think tank creates  A to Z guide  for stopping critical race theory in schools,<POLITICAL INFLUENCER>
What is critical race theory ? ,<NONE/OTHER>
Critical race theory : Diverse group of mothers from across the country speak out,<IMPACTED ACTOR>
"Mass shootings , critical race theory , and Kamala Harris : top columns",<POLITICAL INFLUENCER>
"  Confederate Race Theory : Joy Reid ignores truth , says students taught  slavery was not so bad  ",<POLITICAL INFLUENCER>
Buckeye State GOP responds to CRT,<POLITICAL INFLUENCER>
"Ohio bills regarding race , critical race theory reach House",<POLITICAL INFLUENCER>
Debate on Critical Race Theory is about future of country,<POLITICAL INFLUENCER>
What is Critical Race Theory and why do Ohio Republicans want to ban it ? ,<POLITICAL INFLUENCER>
Parents against critical race theory,"The main actor in the headline ""Parents against critical race theory"" is <IMPACTED ACTOR>."
"Chesterfield School Board joins growing backlash to critical race theory , denounces framework a year after condemning racism",<POLITICAL INFLUENCER>
Critical Race Theory in Perrysburg,<NONE/OTHER>
"J . D . Vance Slams CRT : Google is Pushing it , Amazon Funding Curriculum",<POLITICAL INFLUENCER>
"Donald Trump : Ban  Twisted Critical Race Theory  in Schools , Military",<POLITICAL INFLUENCER>
Anderson Township : Critical race theory protest planned before school board meeting,<POLITICAL INFLUENCER>
"Group protests critical race theory at Forest Hills Schools , despite district claiming it never taught CRT",<IMPACTED ACTOR>
Submerged Car + BOE Critical Race Theory + Mandatory Vax Bill,<POLITICAL INFLUENCER>
Live : Columbus Metropolitan Club discusses critical race theory,<NONE/OTHER>
Columbus discussion to break down Critical Race Theory and how it impacts Ohio schools,<IMPACTED ACTOR>
DCRWC hosts panel on Critical Race Theory - Daily Advocate & Early Bird News,<POLITICAL INFLUENCER>
Critical Race Theory Is Not Taught In Solon Schools : BOE,<EDUCATIONAL PRACTITIONER>
The First Casualty in the War on Critical Race Theory,<NONE/OTHER>
Groups to host an  Honesty in Education  event to discuss Ohio bills on critical race theory in K - 12 schools,<IMPACTED ACTOR>
Is Critical Race Theory being taught in Ohio schools ? Find out here . ,<NONE/OTHER>
Public Education Leader Says  Critical Race Theory  Is Not Being Taught In Ohio K - 12 Schools,<EDUCATIONAL PRACTITIONER>
1619 Project Hannah Jones : Ted Cruz had  no reason  to invoke Critical Race Theory in Supreme Court hearing,<POLITICAL INFLUENCER>
Critical Race Theory exhibit packs powerful punch at Houston Project Row Houses,<NONE/OTHER>
"What to watch on TV :  Star Trek , critical race theory",<NONE/OTHER>
Critical race theory and feminism are not taking over our universities,<NONE/OTHER>
Fox News is twisting the truth about the American Rescue Plan to fearmonger about critical race theory,<POLITICAL INFLUENCER>
Houston artists use row houses to bring clarity and truth to CRT,<NONE/OTHER>
MSNBC Joy Reid and all Critical Race Theory advocates owe our children an apology,<POLITICAL INFLUENCER>
Emmy Griffin : COVID Relief Funds CRT in Schools,<POLITICAL INFLUENCER>
"Joy Reid , CRT Advocates Owe Our Children an Apology",<POLITICAL INFLUENCER>
NC Lt . Gov . to Newsmax : Critical Race Theory  Pushed in Every Subject  ,<POLITICAL INFLUENCER>
"Opinion : Critical race theory all about political strategy , not education",<POLITICAL INFLUENCER>
Local organization holding info session on Critical Race Theory,<NONE/OTHER>
"Critical race theory , book bans take center stage in Houston schools",<EDUCATIONAL PRACTITIONER>
Letter : Critical Race Theory,<NONE/OTHER>
"Cruz Case Debacle , CRT & Disney - Top Three Takeaways – May 3rd , 2022 | 1290 WJNO",<POLITICAL INFLUENCER>
Fox host Mark Levin connects the Supreme Court leak to Critical Race Theory,<POLITICAL INFLUENCER>
Dow gets  schooled  at Gathering of Nations powwow over critical race theory ad,<POLITICAL INFLUENCER>
Why Im Suing My School District Over Critical Race Theory,<IMPACTED ACTOR>
Florida claims critical race theory is in math textbooks,<POLITICAL INFLUENCER>
"Mark Levin Celebrates Overturning Of Roe , Uses Eliminationist Rhetoric To Connect CRT",<POLITICAL INFLUENCER>
Houston Artists Explore Controversy Surrounding Critical Race Theory Being Taught in Schools,<NONE/OTHER>
"COMMENTARY : Critical Race Theory : An Academic Concept , Not a Threat to Children",<NONE/OTHER>
Democrat - run states  redirected  COVID - 19 relief funds to implement CRT in public schools -- Society Child -- Sott . net,<POLITICAL INFLUENCER>
"Critical race theory , equity a  distraction  from real education crisis : Expert",<NONE/OTHER>
Biden  Equity  Plan for Education Funding Is Vehicle for More CRT Indoctrination,<POLITICAL INFLUENCER>
Minnesota Democrat Jeffrey Ettinger Says CRT Is  Made Up  ,<POLITICAL INFLUENCER>
Biden Disinformation Czar Has It In For Americans Opposed To CRT,<POLITICAL INFLUENCER>
A Raleigh High School Wants an  Anti - Racism  Grant From a Group That Supports CRT,<EDUCATIONAL PRACTITIONER>
YWCA  Stand Against Racism  challenge takes on critical race theory,<POLITICAL INFLUENCER>
Here What the Disinfo Czar Thinks of CRT,<POLITICAL INFLUENCER>
Those who most oppose CRT dont understand it,<IMPACTED ACTOR>
What you need to know about CRT and the TN curriculum debate,<NONE/OTHER>
LETTER : CRT reduces children to skin color,<IMPACTED ACTOR>
Indiana veteran could become only Black GOP congresswoman :  Im exhibit A against CRT  ,<POLITICAL INFLUENCER>
THERE it is ! TOTALLY unbiased Ministry of Truth head Nina Jankowicz shows her TRUE colors babbling about  disinformer in CRT rant ( watch ) ,<POLITICAL INFLUENCER>
"Commentary : Newport Harbor teaches against hate , and there no CRT to be found",<EDUCATIONAL PRACTITIONER>
Letter : Critical race theory cant be banned if it not taught,<NONE/OTHER>
Mystery solved ? Florida reveals why it rejected math books over critical race theory,<POLITICAL INFLUENCER>
OPINION : What critical race theory is and why you should care,<NONE/OTHER>
Biden new disinformation czar said fears about CRT in Loudoun County schools are  disinformation for profit  ,<POLITICAL INFLUENCER>
Biden disinformation czar Nina Jankowicz : Critical race theory a sign of Republicans  weaponizing  emotions,<POLITICAL INFLUENCER>
Editor Pick : Townhall on Biden Disinfo Czar Defending CRT,<POLITICAL INFLUENCER>
  This is your brain on CRT : NY Times gets shredded over not - so - subtle hit on Elon Musk,<POLITICAL INFLUENCER>
How CRT became a political tool to shut down race conversations,<POLITICAL INFLUENCER>
Florida textbook reviews : One person noted CRT concerns in two textbook reviews,<IMPACTED ACTOR>
Only one reviewer complained of  critical race theory  in Florida math textbooks,<IMPACTED ACTOR>
Letter writer wrong about critical race theory in schools,<NONE/OTHER>
Only one reviewer complained of  critical race theory  in Florida math textbooks – Sun Sentinel,<IMPACTED ACTOR>
Only one reviewer complained of  critical race theory  in Florida math textbooks – Orlando Sentinel,<IMPACTED ACTOR>
"Florida rejected textbooks : How prevalent was Critical Race Theory , social and emotional learning ? ",<POLITICAL INFLUENCER>
Critical race theory and American exceptionalism can both exist in Tennessee schools,<POLITICAL INFLUENCER>
Only one reviewer complained of  critical race theory  in Florida math textbooks | Sunshine State News,<IMPACTED ACTOR>
"  The System Is Broken : Amid CRT and Gender Wars , Expert Unveils 2 Most Disturbing Realities About Public Schools",<NONE/OTHER>
13 Questions for Those Who Want to Ban  Critical Race Theory  ,<POLITICAL INFLUENCER>
Florida Outlaws CRT Endorsement in Employee Trainings,<POLITICAL INFLUENCER>
Faith Works : On Critical Race Theory and critical theory,<NONE/OTHER>
Is Critical Race Theory Being Taught in our Schools ? ,<EDUCATIONAL PRACTITIONER>
Parents Sue  Woke  School Board for Spying on Them over CRT Opposition,"The main actor in the headline ""Parents Sue Woke School Board for Spying on Them over CRT Opposition"" is <IMPACTED ACTOR>."
"Conservative Parents Sweep Texas School Board Elections on a Theme of Transparency , No Masks , and No CRT in the Classroom",The main actor in this headline is <IMPACTED ACTOR>.
"Illinois GOP candidates vow support for sex ed reform , ban on CRT",<POLITICAL INFLUENCER>
Why Was Covid Relief Cash Spent on CRT in Schools ? ,<EDUCATIONAL PRACTITIONER>
CRT / KVET seize several pounds of crystal meth and 3 guns,<NONE/OTHER>
Ron DeSantis Establishes  Victims of Communism Day  Holiday Amid CRT Fight,<POLITICAL INFLUENCER>
"Anti - CRT candidates win Dallas - area school elections , say former teachers  in disbelief  over woke curriculum",<POLITICAL INFLUENCER>
Rep . Stefanik accuses NY state of using COVID relief funds to push critical race theory,<POLITICAL INFLUENCER>
US Navy drops  woke  books from reading list as tide turns against racist CRT ideology,<POLITICAL INFLUENCER>
Stefanik Provides Oversight into New York Implementation of CRT with Federal Funds | Press Releases,<POLITICAL INFLUENCER>
National group backing anti - CRT school board candidates finds success in Texas,<POLITICAL INFLUENCER>
Abortion Activists Protest at Justice Homes ; Head of US Disinformation Board Dismisses CRT Concern,<POLITICAL INFLUENCER>
"CLEAN SWEEP : Anti - CRT , Gender Theory Candidates Sweep Texas School Board Races",<POLITICAL INFLUENCER>
"CRT , book ban debates today echo Supreme Court battle from 1982",<NONE/OTHER>
UF seems to endorse new state anti - CRT law,<EDUCATIONAL PRACTITIONER>
Anti - Critical Race Theory School Board Candidates Make Big Gains in Texas,<POLITICAL INFLUENCER>
Anti - CRT Conservative PACs Dominate Texas School Board Elections,<POLITICAL INFLUENCER>
Critical Race Theory and Small - Town America,<NONE/OTHER>
Parents Fight Back Against CRT Destroying High - Achieving Schools,<IMPACTED ACTOR>
All Republican PA Senate candidates sign anti - critical race theory pledge Youngkin backed before Virginia win,<POLITICAL INFLUENCER>
Anti - CRT Conservative PACs Dominate Texas School Board Elections By Luca Cacciatore,<POLITICAL INFLUENCER>
Rep . Stefanik Accuses NY Education Dept . of  Shrouding  CRT in  Innocuou Terms in K – 12 Material,<POLITICAL INFLUENCER>
Tredyffrin - Easttown School District denies it violated rights of parent examining CRT curriculum records,<EDUCATIONAL PRACTITIONER>
"Church Experiencing Pastoral Shortage , Taco Bell Announces  Drag Brunch , Anti - CRT Candidates Win School Board Races",<POLITICAL INFLUENCER>
George P . Bush knocks Texas attorney general rival Ken Paxton over tough critical race theory stance,<POLITICAL INFLUENCER>
"Disputes over school anti - racism policies ,  critical race theory  move to courts",<POLITICAL INFLUENCER>
"Verizon Slammed for Pushing CRT on Employees , Funding Extremists • National Legal And Policy Center",<NONE/OTHER>
  Guest  reviewer found most CRT issues with Fla . math textbooks,<POLITICAL INFLUENCER>
Only 3 reviewers said Florida math textbooks violated  critical race theory  rules . Yet the state rejected dozens,<POLITICAL INFLUENCER>
"Oklahoma has received no complaints of CRT violations in textbooks , but Sec . Walters warns publishers anyway",<POLITICAL INFLUENCER>
"Oklahoma has received no complaints of CRT violations in textbooks , Sec . Walters warns publishers anyway",<POLITICAL INFLUENCER>
Superintendents criticize Ryan Walters over letter on CRT,<EDUCATIONAL PRACTITIONER>
Attack on Florida Scrutiny of Textbooks is More CRT Gaslighting,<POLITICAL INFLUENCER>
"Only three reviewers rejected math textbooks for CRT violations , but Florida rejected dozens more",<POLITICAL INFLUENCER>
"GOP gubernatorial frontrunner outlines AZ education plan banning masks , COVID - 19 vaccine requirements , critical race theory and sex ed before 5th grade",<POLITICAL INFLUENCER>
"Navy Throws CRT , Other Extreme Books Overboard",<POLITICAL INFLUENCER>
MindMatters : Is Critical Race Theory Race Marxism ? -- Society Child -- Sott . net,<NONE/OTHER>
Educators : Critical race theory  more of an ideology  than curriculum in South Dakota high schools,<EDUCATIONAL PRACTITIONER>
Anti - CRT law leads to little change in K - 12 education,<POLITICAL INFLUENCER>
Anti - CRT school board member honored in Vermont,<POLITICAL INFLUENCER>
"Grove City board accepts full CRT report , says college promoted CRT",<POLITICAL INFLUENCER>
"Critical Race Theory mandated in nearly 80 % of top medical schools , report finds",<EDUCATIONAL PRACTITIONER>
Tenn . Dem State Rep suggests that Buffalo killer deadly shooting spree couldve been prevented if his public school had taught CRT,<POLITICAL INFLUENCER>
White Mom Complains Her Black Son Has Been Changed by Critical Race Theory,<IMPACTED ACTOR>
Critical Race Theory has infected 80 % of the top U . S . medical schools,<EDUCATIONAL PRACTITIONER>
"College student finds possible  critical race theory  in Florida math book , report finds – Sun Sentinel",The main actor in this headline is <IMPACTED ACTOR>.
"College student finds possible  critical race theory  in Florida math book , report finds – Orlando Sentinel",The main actor in this headline is <IMPACTED ACTOR>.
Virginia mom suing biracial son school over CRT curriculum says it  totally changed his perspective  on race,<IMPACTED ACTOR>
  Critical race theory   topic of Falls talk,<NONE/OTHER>
Fox Guest Claims Biracial Son Got Critical Race Theoryd Into Not Doing His Chores,<POLITICAL INFLUENCER>
"Mom complains on Fox News that biracial son wont do chores because of CRT , sues his school",<IMPACTED ACTOR>
Critical Race Theory has infected 80 % of the top US medical schools By Peter Barry Chowka,<EDUCATIONAL PRACTITIONER>
At Least 39 of America 50 Most Prestigious Medical Schools Exposed for Having Mandatory Critical Race Theory Training,<EDUCATIONAL PRACTITIONER>
Dont Tell Us CRT Is the Problem,<IMPACTED ACTOR>
"Nikole Hannah - Jones , others advocate for critical race theory in wake of Buffalo shooting",<POLITICAL INFLUENCER>
"Buffalo shooting : Critical Race Theory vilified , not Great Replacement",<NONE/OTHER>
White Mom Sues School ; Her Teen Wont Listen Because CRT ! ,<IMPACTED ACTOR>
Anti - CRT law creates little change,<POLITICAL INFLUENCER>
House Education Committee shuts down bills related to critical race theory,<POLITICAL INFLUENCER>
Is critical race theory in schools the solution to replacement theory ? ,<NONE/OTHER>
Louisiana House panel shuts down critical race theory bills,<POLITICAL INFLUENCER>
"Buffalo shooting reignites debate over critical race theory , US history education",<POLITICAL INFLUENCER>
Buffalo Shooting Witness Thinks Critical Race Theory Needs to be Taught,<IMPACTED ACTOR>
Critical Race Theory in Louisiana schools : Bills to end teaching killed,<POLITICAL INFLUENCER>
Bills to end Critical Race Theory in Louisiana schools die in committee,<POLITICAL INFLUENCER>
Critical Race Theory isnt the problem . The Great Replacement Theory is . | Informed Dissent | Detroit,<NONE/OTHER>
Florida now warns publishers against  critical race theory  in social studies books – Sun Sentinel,<POLITICAL INFLUENCER>
Florida now warns publishers against  critical race theory  in social studies books – Orlando Sentinel,<POLITICAL INFLUENCER>
Florida screens social studies textbooks for critical race theory,<POLITICAL INFLUENCER>
"Florida targets CRT , social - justice topics in social - studies books",<POLITICAL INFLUENCER>
"State targets teaching of critical race theory , social justice , emotional learning in social studies textbooks",<POLITICAL INFLUENCER>
"State targets critical race theory , social justice in social studies textbooks",<POLITICAL INFLUENCER>
"State targets  CRT , social justice in social - studies books",<POLITICAL INFLUENCER>
Fighting critical race theory : The law is a parent best weapon,<IMPACTED ACTOR>
Idrissa N . Snider : Ban  Great Replacement Theory  like Critical Race Theory ? ,<POLITICAL INFLUENCER>
Youve Heard About CRT . But What About Critical Feminist Theory ? ,<NONE/OTHER>
"Impact of US adoptions , CRT in wake of Buffalo shooting : 5 Things podcast",<NONE/OTHER>
"Savannah school board needs to focus on unity , not CRT or books",<POLITICAL INFLUENCER>
"Anti - CRT rhetoric , gun violence linked",<NONE/OTHER>
Hot on the heels of critical race theory comes replacement theory,<NONE/OTHER>
Letter to the Editor : Dont be swayed by critical race theory misinformation ( 5 / 20 / 22 ) ,<NONE/OTHER>
Florida wants to avoid critical race theory and  social justice  in social studies texts,<POLITICAL INFLUENCER>
"Fighting Critical Race Theory , an American recession , and more from Fox News Opinion",<POLITICAL INFLUENCER>
"Through Line of Critical Race ,  Dont Say Gay , & Great Replacement",<NONE/OTHER>
Conservatives Are Crushing Progressives on the Debate Over Critical Race Theory,<POLITICAL INFLUENCER>
Poll : Majority Have an Unfavorable View of Critical Race Theory,<IMPACTED ACTOR>
MindMatters : Critical Race Theory Race To The Bottom -- Secret History -- Sott . net,<NONE/OTHER>
"Florida Warns Against CRT ,  Social Justice  in Social Studies Textbooks",<POLITICAL INFLUENCER>
Louisiana Department Of Education Shifts From CRT To American Exceptionalism,<EDUCATIONAL PRACTITIONER>
Parent Best Weapon Against Democrats on CRT,<IMPACTED ACTOR>
Clarence Page : Dont be duped by  replacement theory . Put race in its proper place,<POLITICAL INFLUENCER>
Florida Department of Education asked textbook publishers to avoid references to critical race theory and social justice,<POLITICAL INFLUENCER>
Anti - CRT law leads to little change in Oklahoma K - 12 education,<POLITICAL INFLUENCER>
Leaked email shows Washington Examiner article caused California school district to cancel meeting about CRT,<EDUCATIONAL PRACTITIONER>
James Pfister : Critical race theory and the national interest,<POLITICAL INFLUENCER>
Math books chosen for Brevard schools revised ; state cited CRT for ban,<POLITICAL INFLUENCER>
HUDSON | Critical race theory vs . replacement theory,<NONE/OTHER>
Placentia - Yorba Linda Unified Reassures Parents Its  Social - Emotional Learning  Is Free of CRT,<EDUCATIONAL PRACTITIONER>
"First CRT , now SEL the new left - wing theory parents are battling in schools",<IMPACTED ACTOR>
Critical Race Theory Is Being Injected Into Medicine,<NONE/OTHER>
"Critical race theory gets injected into medicine , Biden immigration mess makes every state a border state",<POLITICAL INFLUENCER>
Critical race theory is being injected into medicine and as a doctor it alarms me,<IMPACTED ACTOR>
Placentia - Yorba Linda Unified Grappling With CRT Residue After Banning It,<EDUCATIONAL PRACTITIONER>
Ocean County Legislators push for parental transparency on CRT,<POLITICAL INFLUENCER>
Randi Weingarten slammed for asking for more COVID funding after CRT link :  Shameful  ,<POLITICAL INFLUENCER>
"Ron Johnson says critical race theory ,  wokenes responsible for school shootings",<POLITICAL INFLUENCER>
"SC residents split on fairness of 2020 presidential election , CRT",<IMPACTED ACTOR>
Arizona House Republicans advance bill addressing critical race theory in public schools,<POLITICAL INFLUENCER>
Fox New Jesse Watters blames  critical race theory consultants  for school shootings,<POLITICAL INFLUENCER>
