title,gpt_label
Columbus discussion to break down Critical Race Theory and how it impacts Ohio schools,<IMPACTED ACTOR>
DCRWC hosts panel on Critical Race Theory - Daily Advocate & Early Bird News,<POLITICAL INFLUENCER>
Critical Race Theory Is Not Taught In Solon Schools : BOE,<EDUCATIONAL PRACTITIONER>
The First Casualty in the War on Critical Race Theory,<NONE/OTHER>
Groups to host an  Honesty in Education  event to discuss Ohio bills on critical race theory in K - 12 schools,<IMPACTED ACTOR>
Is Critical Race Theory being taught in Ohio schools ? Find out here . ,<NONE/OTHER>
Public Education Leader Says  Critical Race Theory  Is Not Being Taught In Ohio K - 12 Schools,<EDUCATIONAL PRACTITIONER>
1619 Project Hannah Jones : Ted Cruz had  no reason  to invoke Critical Race Theory in Supreme Court hearing,<POLITICAL INFLUENCER>
Critical Race Theory exhibit packs powerful punch at Houston Project Row Houses,<NONE/OTHER>
"What to watch on TV :  Star Trek , critical race theory",<NONE/OTHER>
Critical race theory and feminism are not taking over our universities,<NONE/OTHER>
Fox News is twisting the truth about the American Rescue Plan to fearmonger about critical race theory,<POLITICAL INFLUENCER>
Houston artists use row houses to bring clarity and truth to CRT,<NONE/OTHER>
MSNBC Joy Reid and all Critical Race Theory advocates owe our children an apology,<POLITICAL INFLUENCER>
Emmy Griffin : COVID Relief Funds CRT in Schools,<POLITICAL INFLUENCER>
"Joy Reid , CRT Advocates Owe Our Children an Apology",<POLITICAL INFLUENCER>
NC Lt . Gov . to Newsmax : Critical Race Theory  Pushed in Every Subject  ,<POLITICAL INFLUENCER>
"Opinion : Critical race theory all about political strategy , not education",<POLITICAL INFLUENCER>
Local organization holding info session on Critical Race Theory,<NONE/OTHER>
"Critical race theory , book bans take center stage in Houston schools",<EDUCATIONAL PRACTITIONER>
Letter : Critical Race Theory,<NONE/OTHER>
"Cruz Case Debacle , CRT & Disney - Top Three Takeaways – May 3rd , 2022 | 1290 WJNO",<POLITICAL INFLUENCER>
Fox host Mark Levin connects the Supreme Court leak to Critical Race Theory,<POLITICAL INFLUENCER>
Dow gets  schooled  at Gathering of Nations powwow over critical race theory ad,<POLITICAL INFLUENCER>
Why Im Suing My School District Over Critical Race Theory,<IMPACTED ACTOR>
Florida claims critical race theory is in math textbooks,<POLITICAL INFLUENCER>
"Mark Levin Celebrates Overturning Of Roe , Uses Eliminationist Rhetoric To Connect CRT",<POLITICAL INFLUENCER>
Houston Artists Explore Controversy Surrounding Critical Race Theory Being Taught in Schools,<NONE/OTHER>
"COMMENTARY : Critical Race Theory : An Academic Concept , Not a Threat to Children",<NONE/OTHER>
Democrat - run states  redirected  COVID - 19 relief funds to implement CRT in public schools -- Society Child -- Sott . net,<POLITICAL INFLUENCER>
"Critical race theory , equity a  distraction  from real education crisis : Expert",<NONE/OTHER>
Biden  Equity  Plan for Education Funding Is Vehicle for More CRT Indoctrination,<POLITICAL INFLUENCER>
Minnesota Democrat Jeffrey Ettinger Says CRT Is  Made Up  ,<POLITICAL INFLUENCER>
Biden Disinformation Czar Has It In For Americans Opposed To CRT,<POLITICAL INFLUENCER>
A Raleigh High School Wants an  Anti - Racism  Grant From a Group That Supports CRT,<EDUCATIONAL PRACTITIONER>
YWCA  Stand Against Racism  challenge takes on critical race theory,<POLITICAL INFLUENCER>
Here What the Disinfo Czar Thinks of CRT,<POLITICAL INFLUENCER>
Those who most oppose CRT dont understand it,<IMPACTED ACTOR>
What you need to know about CRT and the TN curriculum debate,<NONE/OTHER>
LETTER : CRT reduces children to skin color,<IMPACTED ACTOR>
Indiana veteran could become only Black GOP congresswoman :  Im exhibit A against CRT  ,<POLITICAL INFLUENCER>
THERE it is ! TOTALLY unbiased Ministry of Truth head Nina Jankowicz shows her TRUE colors babbling about  disinformer in CRT rant ( watch ) ,<POLITICAL INFLUENCER>
"Commentary : Newport Harbor teaches against hate , and there no CRT to be found",<EDUCATIONAL PRACTITIONER>
Letter : Critical race theory cant be banned if it not taught,<NONE/OTHER>
Mystery solved ? Florida reveals why it rejected math books over critical race theory,<POLITICAL INFLUENCER>
OPINION : What critical race theory is and why you should care,<NONE/OTHER>
Biden new disinformation czar said fears about CRT in Loudoun County schools are  disinformation for profit  ,<POLITICAL INFLUENCER>
Biden disinformation czar Nina Jankowicz : Critical race theory a sign of Republicans  weaponizing  emotions,<POLITICAL INFLUENCER>
Editor Pick : Townhall on Biden Disinfo Czar Defending CRT,<POLITICAL INFLUENCER>
  This is your brain on CRT : NY Times gets shredded over not - so - subtle hit on Elon Musk,<POLITICAL INFLUENCER>
How CRT became a political tool to shut down race conversations,<POLITICAL INFLUENCER>
Florida textbook reviews : One person noted CRT concerns in two textbook reviews,<IMPACTED ACTOR>
Only one reviewer complained of  critical race theory  in Florida math textbooks,<IMPACTED ACTOR>
Letter writer wrong about critical race theory in schools,<NONE/OTHER>
Only one reviewer complained of  critical race theory  in Florida math textbooks – Sun Sentinel,<IMPACTED ACTOR>
Only one reviewer complained of  critical race theory  in Florida math textbooks – Orlando Sentinel,<IMPACTED ACTOR>
"Florida rejected textbooks : How prevalent was Critical Race Theory , social and emotional learning ? ",<POLITICAL INFLUENCER>
Critical race theory and American exceptionalism can both exist in Tennessee schools,<POLITICAL INFLUENCER>
Only one reviewer complained of  critical race theory  in Florida math textbooks | Sunshine State News,<IMPACTED ACTOR>
"  The System Is Broken : Amid CRT and Gender Wars , Expert Unveils 2 Most Disturbing Realities About Public Schools",<NONE/OTHER>
13 Questions for Those Who Want to Ban  Critical Race Theory  ,<POLITICAL INFLUENCER>
Florida Outlaws CRT Endorsement in Employee Trainings,<POLITICAL INFLUENCER>
Faith Works : On Critical Race Theory and critical theory,<NONE/OTHER>
Is Critical Race Theory Being Taught in our Schools ? ,<EDUCATIONAL PRACTITIONER>
Parents Sue  Woke  School Board for Spying on Them over CRT Opposition,"The main actor in the headline ""Parents Sue Woke School Board for Spying on Them over CRT Opposition"" is <IMPACTED ACTOR>."
"Conservative Parents Sweep Texas School Board Elections on a Theme of Transparency , No Masks , and No CRT in the Classroom",The main actor in this headline is <IMPACTED ACTOR>.
"Illinois GOP candidates vow support for sex ed reform , ban on CRT",<POLITICAL INFLUENCER>
Why Was Covid Relief Cash Spent on CRT in Schools ? ,<EDUCATIONAL PRACTITIONER>
CRT / KVET seize several pounds of crystal meth and 3 guns,<NONE/OTHER>
Ron DeSantis Establishes  Victims of Communism Day  Holiday Amid CRT Fight,<POLITICAL INFLUENCER>
"Anti - CRT candidates win Dallas - area school elections , say former teachers  in disbelief  over woke curriculum",<POLITICAL INFLUENCER>
Rep . Stefanik accuses NY state of using COVID relief funds to push critical race theory,<POLITICAL INFLUENCER>
US Navy drops  woke  books from reading list as tide turns against racist CRT ideology,<POLITICAL INFLUENCER>
Stefanik Provides Oversight into New York Implementation of CRT with Federal Funds | Press Releases,<POLITICAL INFLUENCER>
National group backing anti - CRT school board candidates finds success in Texas,<POLITICAL INFLUENCER>
Abortion Activists Protest at Justice Homes ; Head of US Disinformation Board Dismisses CRT Concern,<POLITICAL INFLUENCER>
"CLEAN SWEEP : Anti - CRT , Gender Theory Candidates Sweep Texas School Board Races",<POLITICAL INFLUENCER>
"CRT , book ban debates today echo Supreme Court battle from 1982",<NONE/OTHER>
UF seems to endorse new state anti - CRT law,<EDUCATIONAL PRACTITIONER>
Anti - Critical Race Theory School Board Candidates Make Big Gains in Texas,<POLITICAL INFLUENCER>
Anti - CRT Conservative PACs Dominate Texas School Board Elections,<POLITICAL INFLUENCER>
Critical Race Theory and Small - Town America,<NONE/OTHER>
Parents Fight Back Against CRT Destroying High - Achieving Schools,<IMPACTED ACTOR>
All Republican PA Senate candidates sign anti - critical race theory pledge Youngkin backed before Virginia win,<POLITICAL INFLUENCER>
Anti - CRT Conservative PACs Dominate Texas School Board Elections By Luca Cacciatore,<POLITICAL INFLUENCER>
Rep . Stefanik Accuses NY Education Dept . of  Shrouding  CRT in  Innocuou Terms in K – 12 Material,<POLITICAL INFLUENCER>
Tredyffrin - Easttown School District denies it violated rights of parent examining CRT curriculum records,<EDUCATIONAL PRACTITIONER>
"Church Experiencing Pastoral Shortage , Taco Bell Announces  Drag Brunch , Anti - CRT Candidates Win School Board Races",<POLITICAL INFLUENCER>
George P . Bush knocks Texas attorney general rival Ken Paxton over tough critical race theory stance,<POLITICAL INFLUENCER>
"Disputes over school anti - racism policies ,  critical race theory  move to courts",<POLITICAL INFLUENCER>
"Verizon Slammed for Pushing CRT on Employees , Funding Extremists • National Legal And Policy Center",<NONE/OTHER>
  Guest  reviewer found most CRT issues with Fla . math textbooks,<POLITICAL INFLUENCER>
Only 3 reviewers said Florida math textbooks violated  critical race theory  rules . Yet the state rejected dozens,<POLITICAL INFLUENCER>
"Oklahoma has received no complaints of CRT violations in textbooks , but Sec . Walters warns publishers anyway",<POLITICAL INFLUENCER>
"Oklahoma has received no complaints of CRT violations in textbooks , Sec . Walters warns publishers anyway",<POLITICAL INFLUENCER>
Superintendents criticize Ryan Walters over letter on CRT,<EDUCATIONAL PRACTITIONER>
Attack on Florida Scrutiny of Textbooks is More CRT Gaslighting,<POLITICAL INFLUENCER>
"Only three reviewers rejected math textbooks for CRT violations , but Florida rejected dozens more",<POLITICAL INFLUENCER>
"GOP gubernatorial frontrunner outlines AZ education plan banning masks , COVID - 19 vaccine requirements , critical race theory and sex ed before 5th grade",<POLITICAL INFLUENCER>
"Navy Throws CRT , Other Extreme Books Overboard",<POLITICAL INFLUENCER>
MindMatters : Is Critical Race Theory Race Marxism ? -- Society Child -- Sott . net,<NONE/OTHER>
Educators : Critical race theory  more of an ideology  than curriculum in South Dakota high schools,<EDUCATIONAL PRACTITIONER>
Anti - CRT law leads to little change in K - 12 education,<POLITICAL INFLUENCER>
Anti - CRT school board member honored in Vermont,<POLITICAL INFLUENCER>
"Grove City board accepts full CRT report , says college promoted CRT",<POLITICAL INFLUENCER>
"Critical Race Theory mandated in nearly 80 % of top medical schools , report finds",<EDUCATIONAL PRACTITIONER>
Tenn . Dem State Rep suggests that Buffalo killer deadly shooting spree couldve been prevented if his public school had taught CRT,<POLITICAL INFLUENCER>
White Mom Complains Her Black Son Has Been Changed by Critical Race Theory,<IMPACTED ACTOR>
Critical Race Theory has infected 80 % of the top U . S . medical schools,<EDUCATIONAL PRACTITIONER>
"College student finds possible  critical race theory  in Florida math book , report finds – Sun Sentinel",The main actor in this headline is <IMPACTED ACTOR>.
"College student finds possible  critical race theory  in Florida math book , report finds – Orlando Sentinel",The main actor in this headline is <IMPACTED ACTOR>.
Virginia mom suing biracial son school over CRT curriculum says it  totally changed his perspective  on race,<IMPACTED ACTOR>
  Critical race theory   topic of Falls talk,<NONE/OTHER>
Fox Guest Claims Biracial Son Got Critical Race Theoryd Into Not Doing His Chores,<POLITICAL INFLUENCER>
"Mom complains on Fox News that biracial son wont do chores because of CRT , sues his school",<IMPACTED ACTOR>
Critical Race Theory has infected 80 % of the top US medical schools By Peter Barry Chowka,<EDUCATIONAL PRACTITIONER>
At Least 39 of America 50 Most Prestigious Medical Schools Exposed for Having Mandatory Critical Race Theory Training,<EDUCATIONAL PRACTITIONER>
Dont Tell Us CRT Is the Problem,<IMPACTED ACTOR>
"Nikole Hannah - Jones , others advocate for critical race theory in wake of Buffalo shooting",<POLITICAL INFLUENCER>
"Buffalo shooting : Critical Race Theory vilified , not Great Replacement",<NONE/OTHER>
White Mom Sues School ; Her Teen Wont Listen Because CRT ! ,<IMPACTED ACTOR>
Anti - CRT law creates little change,<POLITICAL INFLUENCER>
House Education Committee shuts down bills related to critical race theory,<POLITICAL INFLUENCER>
Is critical race theory in schools the solution to replacement theory ? ,<NONE/OTHER>
Louisiana House panel shuts down critical race theory bills,<POLITICAL INFLUENCER>
"Buffalo shooting reignites debate over critical race theory , US history education",<POLITICAL INFLUENCER>
Buffalo Shooting Witness Thinks Critical Race Theory Needs to be Taught,<IMPACTED ACTOR>
Critical Race Theory in Louisiana schools : Bills to end teaching killed,<POLITICAL INFLUENCER>
Bills to end Critical Race Theory in Louisiana schools die in committee,<POLITICAL INFLUENCER>
Critical Race Theory isnt the problem . The Great Replacement Theory is . | Informed Dissent | Detroit,<NONE/OTHER>
Florida now warns publishers against  critical race theory  in social studies books – Sun Sentinel,<POLITICAL INFLUENCER>
Florida now warns publishers against  critical race theory  in social studies books – Orlando Sentinel,<POLITICAL INFLUENCER>
Florida screens social studies textbooks for critical race theory,<POLITICAL INFLUENCER>
"Florida targets CRT , social - justice topics in social - studies books",<POLITICAL INFLUENCER>
"State targets teaching of critical race theory , social justice , emotional learning in social studies textbooks",<POLITICAL INFLUENCER>
"State targets critical race theory , social justice in social studies textbooks",<POLITICAL INFLUENCER>
"State targets  CRT , social justice in social - studies books",<POLITICAL INFLUENCER>
Fighting critical race theory : The law is a parent best weapon,<IMPACTED ACTOR>
Idrissa N . Snider : Ban  Great Replacement Theory  like Critical Race Theory ? ,<POLITICAL INFLUENCER>
Youve Heard About CRT . But What About Critical Feminist Theory ? ,<NONE/OTHER>
"Impact of US adoptions , CRT in wake of Buffalo shooting : 5 Things podcast",<NONE/OTHER>
"Savannah school board needs to focus on unity , not CRT or books",<POLITICAL INFLUENCER>
"Anti - CRT rhetoric , gun violence linked",<NONE/OTHER>
Hot on the heels of critical race theory comes replacement theory,<NONE/OTHER>
Letter to the Editor : Dont be swayed by critical race theory misinformation ( 5 / 20 / 22 ) ,<NONE/OTHER>
Florida wants to avoid critical race theory and  social justice  in social studies texts,<POLITICAL INFLUENCER>
"Fighting Critical Race Theory , an American recession , and more from Fox News Opinion",<POLITICAL INFLUENCER>
"Through Line of Critical Race ,  Dont Say Gay , & Great Replacement",<NONE/OTHER>
Conservatives Are Crushing Progressives on the Debate Over Critical Race Theory,<POLITICAL INFLUENCER>
Poll : Majority Have an Unfavorable View of Critical Race Theory,<IMPACTED ACTOR>
MindMatters : Critical Race Theory Race To The Bottom -- Secret History -- Sott . net,<NONE/OTHER>
"Florida Warns Against CRT ,  Social Justice  in Social Studies Textbooks",<POLITICAL INFLUENCER>
Louisiana Department Of Education Shifts From CRT To American Exceptionalism,<EDUCATIONAL PRACTITIONER>
Parent Best Weapon Against Democrats on CRT,<IMPACTED ACTOR>
Clarence Page : Dont be duped by  replacement theory . Put race in its proper place,<POLITICAL INFLUENCER>
Florida Department of Education asked textbook publishers to avoid references to critical race theory and social justice,<POLITICAL INFLUENCER>
Anti - CRT law leads to little change in Oklahoma K - 12 education,<POLITICAL INFLUENCER>
Leaked email shows Washington Examiner article caused California school district to cancel meeting about CRT,<EDUCATIONAL PRACTITIONER>
James Pfister : Critical race theory and the national interest,<POLITICAL INFLUENCER>
Math books chosen for Brevard schools revised ; state cited CRT for ban,<POLITICAL INFLUENCER>
HUDSON | Critical race theory vs . replacement theory,<NONE/OTHER>
Placentia - Yorba Linda Unified Reassures Parents Its  Social - Emotional Learning  Is Free of CRT,<EDUCATIONAL PRACTITIONER>
"First CRT , now SEL the new left - wing theory parents are battling in schools",<IMPACTED ACTOR>
Critical Race Theory Is Being Injected Into Medicine,<NONE/OTHER>
"Critical race theory gets injected into medicine , Biden immigration mess makes every state a border state",<POLITICAL INFLUENCER>
Critical race theory is being injected into medicine and as a doctor it alarms me,<IMPACTED ACTOR>
Placentia - Yorba Linda Unified Grappling With CRT Residue After Banning It,<EDUCATIONAL PRACTITIONER>
Ocean County Legislators push for parental transparency on CRT,<POLITICAL INFLUENCER>
Randi Weingarten slammed for asking for more COVID funding after CRT link :  Shameful  ,<POLITICAL INFLUENCER>
"Ron Johnson says critical race theory ,  wokenes responsible for school shootings",<POLITICAL INFLUENCER>
"SC residents split on fairness of 2020 presidential election , CRT",<IMPACTED ACTOR>
Arizona House Republicans advance bill addressing critical race theory in public schools,<POLITICAL INFLUENCER>
Fox New Jesse Watters blames  critical race theory consultants  for school shootings,<POLITICAL INFLUENCER>
Nonfiction Book Review : On Critical Race Theory : Why It Matters & Why You Should Care by Victor Ray,<NONE/OTHER>
"If Youre the Right Race , Your Doctor Will See You Now Critical race theory in medicine can kill you . Daniel Greenfield",<NONE/OTHER>
Meet the Dem Billionaire Club Pumping CRT Into Schools,<POLITICAL INFLUENCER>
Meet The Billionaires Pumping Critical Race Theory Into Your Kid School,<POLITICAL INFLUENCER>
Ron Johnson blames  wokenes and critical race theory for school shootings,<POLITICAL INFLUENCER>
"Sen . Ron Johnson says critical race theory ,  wokenes responsible for school shootings",<POLITICAL INFLUENCER>
Ron Johnson Literally Blames Uvalde Shooting on  CRT  and  Wokeness  ,<POLITICAL INFLUENCER>
Meet The Billionaire Club Pumping Critical Race Theory Into Your Child Classroom By : Luke Rosiak,<POLITICAL INFLUENCER>
May 27 - Mentally iLL Sen . Ron Johnson blames CRT and Wokeness for Mass Shootings,<POLITICAL INFLUENCER>
Dont be duped by  replacement theory . Put race in its proper place | Ap,<NONE/OTHER>
"Johnson : School Shooting Due To CRT , Wokeness",<POLITICAL INFLUENCER>
Faith Works : Keyword searches and trigger warnings over CRT,<NONE/OTHER>
Report : Wisconsin School District Openly Teaching Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Faith Works : Keyword searches and trigger warnings over critical race theory,<NONE/OTHER>
Study uses critical race theory to examine disparities in treating opioid use disorder,<NONE/OTHER>
"Federal Substance Abuse Recovery Services Go Woke , Embrace CRT",<POLITICAL INFLUENCER>
CLARENCE PAGE : Dont be duped by  replacement theory . Put race in its proper place,<POLITICAL INFLUENCER>
Is Critical Race Theory Being Taught in New Hartford ? ,<NONE/OTHER>
Voice of the people : Critical Race Theory lives on in redrawn map,<POLITICAL INFLUENCER>
"Kirk Cameron slams public schools for grooming kids with CRT ,  racial confusion  and  sexual chaos  ",<POLITICAL INFLUENCER>
"Critical race theory is important , should be taught in schools",<NONE/OTHER>
"Judge Memorial Day speech attacks on CRT , BLM , gender issues",<POLITICAL INFLUENCER>
"Kirk Cameron : Public schools grooming kids with critical race theory ,  sexual chaos , and  racial confusion  ",<POLITICAL INFLUENCER>
"Teachers , unfairly attacked on CRT and mask wearing , now being praised . ",<EDUCATIONAL PRACTITIONER>
"WaPo Reports On Critical Race Theory In Schools , Then Denies It Exists",<POLITICAL INFLUENCER>
"School board group asks Biden to use the Patriot Act against parents over opposition to COVID measures , CRT",<POLITICAL INFLUENCER>
A Hysterical Senate Speech Accidentally Reveals The Truth About Critical Race Theory,<POLITICAL INFLUENCER>
School board sets dates for critical race theory town halls,<POLITICAL INFLUENCER>
"Your Opinion : With CRT , ignorance is not bliss",<NONE/OTHER>
"The theory of intersectionality emerges out of racist , colonialist ideology , not radical politics Rethinking the CRT Debate Part 3 – The Greanville Post",<NONE/OTHER>
State College 3 / 20 Coalition to host critical race theory informational webinar,<EDUCATIONAL PRACTITIONER>
Johnston County school board policy revision bans Critical Race Theory,<POLITICAL INFLUENCER>
No new teachers in Wheaton sign pledge on Sept . 29 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Bartlett sign pledge on Sept . 29 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Number of teachers pledging to teach Critical Race Theory in Wood Dale stagnates at one,<EDUCATIONAL PRACTITIONER>
No new teachers in Lisle sign pledge on Sept . 29 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Number of teachers pledging to teach Critical Race Theory in Villa Park stagnates at one,<EDUCATIONAL PRACTITIONER>
Number of teachers pledging to teach Critical Race Theory in Bloomingdale stagnates at one,<EDUCATIONAL PRACTITIONER>
Number of teachers pledging to teach Critical Race Theory in Naperville stagnates at one,<EDUCATIONAL PRACTITIONER>
No new teachers in Downers Grove sign pledge on Sept . 29 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
"Outrage about critical race theory is  artificial , says reader – St . Louis Call Newspapers",<IMPACTED ACTOR>
Rep . Blackman blasts  critical race theory  in fundraiser | Apache County,<POLITICAL INFLUENCER>
No new teachers in Glen Ellyn sign pledge on Sept . 29 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Koch Network Disavows Critical Race Theory Bans,<POLITICAL INFLUENCER>
How Critical Race Theory Became a Political Target - The Washington Post,<POLITICAL INFLUENCER>
Virginia GOP targeting critical race theory to draw votes in close governor race,<POLITICAL INFLUENCER>
School - Board Group Asks Biden to Review Whether Parent Confrontations over CRT Constitute  Domestic Terrorism  ,<POLITICAL INFLUENCER>
"Loudoun County Revolt Against  Critical Race Theory : Dems Should Worry , GOP / GAP Should Wake Up | Articles",<POLITICAL INFLUENCER>
Virginia GOP Pushing Back Against The Anti - White Racism Of  Critical Race Theory  | Blog Posts,<POLITICAL INFLUENCER>
Letter to the editor : Critical race theory,<NONE/OTHER>
School Board Passes Code to Punish Teachers Over Critical Race Theory After Funding Threat,<POLITICAL INFLUENCER>
Conservative Koch network disavows critical race theory bans,<POLITICAL INFLUENCER>
"Arizona Supreme Court to weigh in on vaccine mandates , Critical Race Theory in schools",<POLITICAL INFLUENCER>
Maud Maron on NYC Schools Pushing Critical Race Theory ; the Assault on Merit ; and the Emerging  Community of the Canceled  ,<POLITICAL INFLUENCER>
Shelly Hedlund and two others : Critical race theory is a bad idea,<POLITICAL INFLUENCER>
  Really Troubling : Public Defender on Being Fired for Speaking Out Against Critical Race Theory,<POLITICAL INFLUENCER>
"Arizona Supreme Court To Take Up Mask , Vaccine , And Critical Race Theory Prohibition Case",<POLITICAL INFLUENCER>
Letter : Get the facts on CRT,<NONE/OTHER>
"SNL Ridicules Parents Fighting Against COVID Mandates , CRT at School Board Meetings",<IMPACTED ACTOR>
Wisconsin assembly passes bill banning critical race theory in the classroom,<POLITICAL INFLUENCER>
Gov . DeSantis says he not considering a presidential run - busy  trying to make sure people are not supporting critical race theory * -- Puppet Masters -- Sott . net,<POLITICAL INFLUENCER>
"Are Lancaster County schools  indoctrinating  children with critical race theory ? Educators , experts say no",<EDUCATIONAL PRACTITIONER>
Julia Walsh : Educating ourselves and our children about critical race theory,<EDUCATIONAL PRACTITIONER>
Critical race theory makes its way to NJ governor race,<POLITICAL INFLUENCER>
"Requiring cursive , banning CRT and new  Born - alive  legislation | Wisconsin lawmakers busy last week",<POLITICAL INFLUENCER>
Inside Southlake : Texas suburb at center of a critical race theory battle looks forward,<POLITICAL INFLUENCER>
America deserves a fair debate about CRT in education,<NONE/OTHER>
The Battle Against Critical Race Theory Takes a Major Turn,<POLITICAL INFLUENCER>
Letter : What will come next after CRT is done ? ,<NONE/OTHER>
Racial justice commissioner town hall on critical race theory not sanctioned by full body,<POLITICAL INFLUENCER>
Ga . parents skeptical of critical race theory interview experts,<IMPACTED ACTOR>
Minnesota attorney and mother serves as  ambassador  against critical race theory,<POLITICAL INFLUENCER>
Number of teachers pledging to teach Critical Race Theory in Itasca stagnates at one,<EDUCATIONAL PRACTITIONER>
Number of teachers pledging to teach Critical Race Theory in Wheaton stagnates at one,<EDUCATIONAL PRACTITIONER>
No new teachers in Wood Dale sign pledge on Oct . 2 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Bartlett sign pledge on Oct . 2 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Lisle sign pledge on Oct . 2 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Villa Park sign pledge on Oct . 2 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Number of teachers pledging to teach Critical Race Theory in Yuma stagnates at one,<EDUCATIONAL PRACTITIONER>
No new teachers in Downers Grove sign pledge on Oct . 2 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Katy ISD cancels event with acclaimed children author after parents allege  critical race theory  ,<EDUCATIONAL PRACTITIONER>
Number of teachers pledging to teach Critical Race Theory in Roselle stagnates at one,<EDUCATIONAL PRACTITIONER>
Deeply troubling firing of a public defender over Marxist CRT,<POLITICAL INFLUENCER>
No new teachers in Glen Ellyn sign pledge on Oct . 2 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
Number of teachers pledging to teach Critical Race Theory in Elmhurst stagnates at five,<EDUCATIONAL PRACTITIONER>
Koch network disavows critical race theory bans,<POLITICAL INFLUENCER>
"GOP Senate candidate Sam Brown vows to challenge Big Tech , calls critical race theory an  insult  to America",<POLITICAL INFLUENCER>
What Is Critical Race Theory Anyway ? ,<NONE/OTHER>
"Critical Race Theory infiltrating America 25 most elite private K - 12 schools , according to new study",<EDUCATIONAL PRACTITIONER>
Letter : Seek information on critical race theory,<IMPACTED ACTOR>
"GOP Rips AG Garland for  Weaponizing  DOJ , FBI to  Bully  CRT Critics",<POLITICAL INFLUENCER>
Biden administration appoints critical race theory activist to Education Department,<POLITICAL INFLUENCER>
Catherine Mortensen : Bob Good Seeks to Defund CRT in Public Schools,<POLITICAL INFLUENCER>
Critical race theory ban debated at Michigan Senate hearing,<POLITICAL INFLUENCER>
CRT | What Did You Say ? ,<NONE/OTHER>
Big Biz has found that Critical Race Theory is bad for business -- Society Child -- Sott . net,<NONE/OTHER>
Merrick Garland Tackles Threats to Educators Amid Critical Race Theory Furor,<POLITICAL INFLUENCER>
North Carolina school board bans critical race theory from its classrooms,<POLITICAL INFLUENCER>
 [ Opinion ] N . C . School Board Passes Strict Policy on Critical Race Theory After Threat to Cut Funding,<POLITICAL INFLUENCER>
Douglas Andrews : Has CRT Worn Out Its Corporate Welcome ? ,<POLITICAL INFLUENCER>
"AG Merrick Garland Instructs FBI to Mobilize Against Parents Who Oppose Critical Race Theory , Covid Mandates in Public Schools",<POLITICAL INFLUENCER>
"CHRIS RUFO : Biden AG has instructed FBI to mobilize against parents who oppose critical race theory in public schools , citing  threats . – The Right Scoop",<POLITICAL INFLUENCER>
FBI ordered to combat threats against schools amid conservative freakout on critical race theory and masks,<POLITICAL INFLUENCER>
Law professor Kimberlé Crenshaw recognized for her work on critical race theory,<EDUCATIONAL PRACTITIONER>
"Katy ISD pulls books , cancels author visit after parents petition claiming subject matter teaches  critical race theory  ",<EDUCATIONAL PRACTITIONER>
"NC school board gets $7 . 9 million , but only after it OKs limits on how critical thinking , race is taught",<POLITICAL INFLUENCER>
BREAKING : AG Merrick Garland Orders FBI to Mobilize Against Anti - CRT Parents,<POLITICAL INFLUENCER>
Critical race theory fight is generational,<IMPACTED ACTOR>
"Before Investigating Anti - CRT Parents , Garland May Want to Address This Conflict of Interest",<POLITICAL INFLUENCER>
AG Merrick Garland Sics the Feds on Parents Opposing Critical Race Theory,<POLITICAL INFLUENCER>
The DOJ is Now Investigating Parents Who Object to Critical Race Theory Being Taught in Public Schools,<POLITICAL INFLUENCER>
"DOJ Launches Assault on Parents Opposing CRT , COVID Mandates in Schools",<POLITICAL INFLUENCER>
"Ben Shapiro Debates The Young Turk Ana Kasparian on American Exceptionalism , Political Divide , CRT",<POLITICAL INFLUENCER>
No new teachers in Bartlett sign pledge on Oct . 3 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Lisle sign pledge on Oct . 3 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
No new teachers in Wood Dale sign pledge on Oct . 3 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
"Justice Department to investigate anti - mask , anti - critical race theory parents",<POLITICAL INFLUENCER>
How did 400 Katy ISD parents get a book removed ? Accusations of Marxism and  critical race theory . ,The main actor in this headline is <IMPACTED ACTOR>.
No new teachers in Villa Park sign pledge on Oct . 3 to teach Critical Race Theory,<EDUCATIONAL PRACTITIONER>
FBI and Justice Department will help protect school employees amid uptick in violence over COVID - 19 policies and critical race theory,<POLITICAL INFLUENCER>
"DeSantis : Ill fight FBI probe of violence against school boards over masks , race theory",<POLITICAL INFLUENCER>
Two new teachers in Naperville pledge to teach controversial Critical Race Theory on Oct . 3,<EDUCATIONAL PRACTITIONER>
